oil_proxy,rpoil,woprod,woinv,wip,usip,uscpi
7.575744377358138e-12,-19.791037975710424,-6.026822636222505,13.839787028555179,-16.313421384863034,-14.614732298394415,-8.898048809409659
7.575744377358138e-12,-22.56471670780644,-5.605051289815265,12.40175115411364,-15.90755176892435,-13.61723921365109,-8.506658877296047
7.575744377358138e-12,-30.984638418616044,-4.138959489020635,16.200191807244437,-15.486157082610418,-13.118565468130214,-8.039004088905926
7.575744377358138e-12,-40.639997685548565,-4.58531885223033,16.77432859216333,-16.5157575009718,-13.23398318162424,-7.805994274743568
7.575744377358138e-12,-42.66912375473663,-5.507785626735085,18.430624629469662,-15.399992282749338,-13.071106493358172,-7.650955483998132
7.575744377358138e-12,-51.072518918218066,-6.870822882380935,18.66207545499492,-15.045191195824543,-12.739984961258244,-7.033192901602376
0.4307949470075757,-41.57271565287488,-6.698103668706835,16.718727509143264,-15.060133096970787,-12.853732555615863,-6.572362592982927
7.575744377358138e-12,-4.706282221854906,-12.740432353029064,16.028598881028415,-14.514513997795177,-12.546695252848053,-5.7329833801360905
7.575744377358138e-12,16.09729237027699,-8.364129525939234,14.334631876089361,-14.314003551976157,-12.401972758272791,-5.051420726630113
7.575744377358138e-12,21.844135056028165,-7.794045658360574,14.848165214659389,-14.381224540755,-13.161715481597867,-4.374471921105396
7.575744377358138e-12,10.9912308991249,-6.436385092000592,14.311758000747432,-14.86317728648595,-14.342625419526883,-4.1498368584680065
2.7631729430075755,-6.064656572625438,-6.0882700817896875,13.71913318019051,-15.070353632278227,-15.001436403180946,-3.7765628154996307
7.575744377358138e-12,-15.537204194970741,-6.386189425077191,13.159121327897765,-14.867891108982974,-15.434574372870259,-3.4046769276258715
7.575744377358138e-12,-35.18024271607004,-6.899864762167454,13.427989139893953,-15.572332681745706,-16.122151515994858,-3.330465421437111
3.104619479007576,-38.464097699064496,-6.477865788574263,14.705920177270627,-15.970560530086914,-16.652567745379258,-3.330465421437111
7.575744377358138e-12,-33.95135370700615,-8.813152468499993,12.390433204813007,-15.246335857484212,-16.454450910105493,-3.1081607726424636
7.575744377358138e-12,-32.33796162620217,-9.112609312233872,12.049364001098297,-14.795757686293825,-15.459739150860571,-2.7387477186283036
-0.6363482099924243,-37.677627385014034,-8.786823434410962,12.047409281361183,-14.638700474538837,-14.567185619764018,-2.444196695652522
7.575744377358138e-12,-31.935576582527347,-7.1238233035192025,12.627886510076564,-14.509471198805045,-14.471689830237096,-2.297245897716607
7.575744377358138e-12,-30.98542720697901,-8.28733029620389,13.02261836803791,-14.554441205417504,-14.397426118589522,-2.003990555588814
0.05557937100757575,-30.501612658953945,-6.5565219080267525,13.912382716164643,-14.257952655794725,-13.516746448982076,-1.7115926864452717
7.575744377358138e-12,-24.563770491144567,-6.630235674301957,13.316312638726572,-13.976934016415328,-13.696835267899473,-1.5657137400793317
1.6061626660075756,-28.340125318689957,-6.224765222590577,13.589798935798854,-13.944531310177865,-13.818683927661993,-1.1293494113019165
